CustomerID,CustomerName,Gender,Age,City,Education_Level,Marital_Status,Dependent_Count,Income_Category,Card_Category,Months_on_Book,Credit_Limit_INR,Total_Revolving_Bal,Avg_Open_To_Buy,Avg_Utilization_Ratio,Months_Inactive_12mon,Contacts_Count_12mon,Total_Trans_Amt_INR,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Attrition_Flag
SBICC100153,Rahul Sharma,M,51,Kolkata,Post-Graduate,Married,2,₹10-15 Lakh,Platinum,56,952925,427447,461400,0.334,2,2,7200,66,0.679,1.1225,0
SBICC100154,Suresh Sharma,M,47,Chennai,Post-Graduate,Single,2,> ₹25 Lakh,Signature,6,2816216,1560736,1399300,0.4636,1,3,10648,57,0.3951,0.5362,0
SBICC100155,Vijay Mehta,M,26,Mumbai,Graduate,Single,1,₹3-6 Lakh,Silver,56,108691,10280,88000,0.0321,1,1,175936,64,0.6298,1.0887,0
SBICC100156,Pooja Reddy,F,43,Bangalore,Doctorate,Single,3,< ₹3 Lakh,Gold,32,426971,294885,169400,0.647,0,1,31010,60,0.7209,1.3768,0
SBICC100157,Rekha Joshi,F,41,Ahmedabad,Graduate,Married,1,₹10-15 Lakh,Silver,25,140713,19840,128000,0.0,1,0,5727,62,0.3685,0.1408,0
SBICC100158,Kavya Kumar,F,56,Hyderabad,Graduate,Married,1,> ₹25 Lakh,Gold,14,447557,34947,362900,0.0685,2,1,49423,68,0.7699,0.4582,0
SBICC100159,Rajesh Kumar,M,32,Mumbai,High School,Married,3,₹10-15 Lakh,Signature,56,936586,443962,604300,0.4852,1,1,51360,50,0.8143,0.9315,0
SBICC100160,Amit Gupta,M,31,Pune,Post-Graduate,Married,1,₹10-15 Lakh,Silver,29,60513,343,52400,0.0,2,3,20929,57,0.7383,0.239,1
SBICC100161,Rekha Kumar,F,39,Delhi,Graduate,Married,4,> ₹25 Lakh,Silver,21,141850,37738,101200,0.1765,3,3,34505,57,0.5425,0.9946,1
SBICC100162,Anjali Singh,F,36,Chennai,Graduate,Married,1,₹6-10 Lakh,Silver,41,141447,27665,92200,0.3227,2,2,61150,65,0.4854,0.5909,0
SBICC100163,Rahul Reddy,M,52,Mumbai,Graduate,Single,2,₹3-6 Lakh,Platinum,38,918973,202654,786400,0.4687,4,6,28493,50,0.6804,0.651,1
SBICC100164,Swati Sharma,F,31,Chennai,Post-Graduate,Married,0,₹6-10 Lakh,Silver,53,132251,3941,149000,0.0848,3,5,88361,68,0.778,0.7729,1
SBICC100165,Pooja Gupta,F,32,Bangalore,Graduate,Married,3,₹3-6 Lakh,Signature,6,1925365,762214,1072800,0.4779,3,2,100561,66,1.0623,0.8854,0
SBICC100166,Pooja Nair,F,36,Hyderabad,Graduate,Married,0,₹6-10 Lakh,Platinum,56,896325,168479,601600,0.2452,0,2,51516,69,0.6465,0.6582,0
SBICC100167,Pooja Iyer,F,29,Mumbai,Graduate,Married,3,₹15-25 Lakh,Silver,38,148977,37703,91800,0.3852,4,1,120157,64,1.0799,1.6247,0
SBICC100168,Sanjay Nair,M,32,Pune,Post-Graduate,Single,2,₹6-10 Lakh,Silver,32,94123,7756,79500,0.1526,0,1,32133,60,0.1463,0.8851,0
SBICC100169,Deepak Iyer,M,28,Chennai,Graduate,Single,2,< ₹3 Lakh,Silver,43,168458,28448,160300,0.0723,3,1,133863,64,1.0413,0.5108,1
SBICC100170,Amit Patel,M,40,Ahmedabad,Doctorate,Married,3,₹3-6 Lakh,Gold,56,339955,106377,232800,0.3551,3,0,39206,58,0.7626,0.5667,0
SBICC100171,Arun Joshi,M,40,Bangalore,Graduate,Married,2,₹10-15 Lakh,Platinum,48,476418,76387,456900,0.2124,3,1,24304,66,0.8287,1.0665,0
SBICC100172,Priya Joshi,F,37,Ahmedabad,Post-Graduate,Married,2,₹15-25 Lakh,Platinum,26,998048,357542,631600,0.2845,2,0,21321,57,0.8373,1.2941,0
SBICC100173,Arun Patel,M,28,Mumbai,Graduate,Married,2,> ₹25 Lakh,Silver,31,150931,63562,103300,0.3999,3,3,44428,60,1.0814,1.0885,0
SBICC100174,Kavya Nair,F,45,Mumbai,Graduate,Single,2,₹15-25 Lakh,Silver,47,66117,33344,44500,0.516,3,2,15021,71,0.4978,0.9564,0
SBICC100175,Deepak Iyer,M,24,Hyderabad,Graduate,Single,3,> ₹25 Lakh,Platinum,6,771675,283797,437600,0.4537,1,2,24151,61,0.7474,0.9897,0
SBICC100176,Suresh Singh,M,26,Delhi,Graduate,Single,0,₹6-10 Lakh,Silver,29,127977,9835,135400,0.0696,1,1,23217,51,1.0674,0.8035,0
SBICC100177,Arun Iyer,M,28,Chennai,Graduate,Single,4,₹6-10 Lakh,Gold,21,343641,4180,373300,0.197,1,2,127513,54,0.1828,1.3132,0
SBICC100178,Rahul Sharma,M,41,Mumbai,High School,Married,2,₹6-10 Lakh,Platinum,11,1070404,574330,503100,0.6204,3,4,37292,53,0.3026,0.0115,1
SBICC100179,Suresh Reddy,M,39,Mumbai,Graduate,Single,0,₹15-25 Lakh,Silver,18,144865,49258,99500,0.3144,3,2,10765,65,0.8295,1.79,0
SBICC100180,Arun Gupta,M,46,Delhi,Graduate,Single,3,₹15-25 Lakh,Gold,49,315169,84349,219700,0.1034,5,2,188506,62,0.3541,1.0607,0
SBICC100181,Rohit Sharma,M,38,Bangalore,Post-Graduate,Married,0,₹6-10 Lakh,Silver,28,86020,14906,65300,0.1785,6,3,16833,64,0.5754,0.8191,0
SBICC100182,Rekha Reddy,F,42,Mumbai,Graduate,Married,2,> ₹25 Lakh,Silver,46,162768,75093,104800,0.4261,3,3,45894,50,0.7964,1.099,0
SBICC100183,Arun Sharma,M,39,Mumbai,Graduate,Single,2,₹6-10 Lakh,Silver,56,167272,66187,121900,0.3455,0,0,26042,82,1.0454,0.8945,0
SBICC100184,Arun Iyer,M,40,Chennai,Graduate,Married,4,₹10-15 Lakh,Gold,26,245838,49306,163900,0.2528,0,3,96826,70,0.321,0.6334,0
SBICC100185,Sanjay Patel,M,39,Kolkata,Graduate,Single,0,₹3-6 Lakh,Silver,51,181249,84562,87000,0.6718,5,1,74758,55,0.8653,1.2205,0
SBICC100186,Amit Singh,M,44,Hyderabad,Graduate,Married,0,₹3-6 Lakh,Gold,44,203008,39336,176900,0.2707,0,5,47849,60,0.4284,0.6067,0
SBICC100187,Rohit Joshi,M,37,Mumbai,Post-Graduate,Single,1,₹3-6 Lakh,Silver,11,158272,48857,136900,0.3748,6,1,14965,67,0.3009,1.1735,0
SBICC100188,Kavya Patel,F,37,Hyderabad,Graduate,Married,2,₹15-25 Lakh,Platinum,39,861356,253912,575800,0.1726,2,1,82789,88,0.7197,1.1347,0
SBICC100189,Neha Patel,F,38,Delhi,Post-Graduate,Married,2,₹3-6 Lakh,Silver,26,196534,57847,127900,0.3086,5,5,17013,51,0.8766,0.0165,1
SBICC100190,Sanjay Reddy,M,33,Bangalore,Graduate,Single,3,> ₹25 Lakh,Gold,37,357197,36816,367300,0.2113,4,2,28625,64,0.708,0.3154,1
SBICC100191,Rahul Iyer,M,37,Delhi,Graduate,Married,1,₹3-6 Lakh,Gold,56,354169,82297,306300,0.1352,2,3,28424,76,0.9192,0.0565,1
SBICC100192,Sanjay Kumar,M,39,Bangalore,Graduate,Single,0,₹6-10 Lakh,Silver,26,108849,22432,75200,0.4065,2,1,22501,76,1.1516,0.7322,0
SBICC100193,Suresh Sharma,M,37,Ahmedabad,Post-Graduate,Divorced,2,₹15-25 Lakh,Gold,56,198027,52144,137500,0.1462,3,1,14263,56,0.7112,0.4414,0
SBICC100194,Vijay Sharma,M,46,Delhi,Post-Graduate,Married,3,₹6-10 Lakh,Silver,37,52536,14856,36000,0.2632,2,0,42334,61,1.1131,1.0178,0
SBICC100195,Sanjay Nair,M,47,Delhi,Graduate,Married,2,₹6-10 Lakh,Silver,40,155596,4188,140100,0.1675,3,3,50749,77,1.1424,0.89,0
SBICC100196,Kavya Nair,F,29,Hyderabad,High School,Married,1,₹6-10 Lakh,Silver,25,177826,52041,125200,0.1266,1,1,34259,79,0.5643,0.8447,0
SBICC100197,Rahul Iyer,M,23,Chennai,Graduate,Married,0,₹6-10 Lakh,Silver,33,75879,33499,43900,0.5368,0,2,20364,65,0.9517,1.0388,0
SBICC100198,Kavya Patel,F,53,Delhi,Post-Graduate,Single,2,₹10-15 Lakh,Silver,13,144514,54873,69200,0.3592,5,2,27388,65,0.7941,0.0,1
SBICC100199,Anjali Reddy,F,44,Mumbai,Graduate,Single,1,₹3-6 Lakh,Gold,21,181042,42289,131800,0.1285,5,0,25510,71,0.7642,0.71,0
SBICC100200,Swati Joshi,F,45,Delhi,Graduate,Married,3,₹10-15 Lakh,Platinum,25,577828,207001,438900,0.3106,2,5,57545,51,0.0,0.8117,1
SBICC100201,Arun Reddy,M,36,Pune,Post-Graduate,Married,2,₹3-6 Lakh,Gold,15,527584,21678,438500,0.0457,2,2,28159,74,0.5133,0.9783,0
SBICC100202,Neha Gupta,F,30,Bangalore,Uneducated,Married,1,₹6-10 Lakh,Platinum,21,971275,239694,871500,0.2763,1,1,5474,59,0.2726,1.0452,0
SBICC100203,Pooja Nair,F,41,Hyderabad,Doctorate,Single,1,₹3-6 Lakh,Platinum,27,901247,498160,344900,0.5704,2,1,7894,75,0.5893,0.0,0
SBICC100204,Priya Iyer,F,34,Delhi,High School,Married,2,< ₹3 Lakh,Platinum,43,529834,242884,356900,0.3726,6,1,62661,66,0.4177,0.4244,1
SBICC100205,Sanjay Patel,M,39,Delhi,High School,Single,3,₹10-15 Lakh,Gold,31,272912,60961,217000,0.0992,2,2,15987,47,0.588,0.4388,0
SBICC100206,Swati Reddy,F,41,Bangalore,Graduate,Married,0,₹15-25 Lakh,Silver,51,199515,46281,149400,0.2574,4,4,40807,65,0.4546,0.4003,1
SBICC100207,Priya Nair,F,35,Delhi,High School,Married,2,₹6-10 Lakh,Gold,34,543236,176684,304300,0.1509,3,2,8731,69,0.6444,0.7315,0
SBICC100208,Neha Patel,F,35,Mumbai,Graduate,Married,3,₹3-6 Lakh,Gold,45,409726,58857,387300,0.1828,1,3,91848,70,0.4521,0.5901,0
SBICC100209,Rahul Reddy,M,30,Hyderabad,Graduate,Single,2,₹6-10 Lakh,Silver,22,128739,26557,108800,0.2153,3,2,7548,53,1.2831,0.9127,1
SBICC100210,Pooja Sharma,F,49,Hyderabad,Post-Graduate,Single,3,₹6-10 Lakh,Gold,49,348147,169921,200500,0.5977,1,3,46255,55,0.7923,1.5917,0
SBICC100211,Neha Sharma,F,47,Ahmedabad,Post-Graduate,Married,4,₹10-15 Lakh,Silver,21,178549,24549,138300,0.2769,1,3,57859,65,0.5648,0.5615,0
SBICC100212,Arun Iyer,M,30,Mumbai,Post-Graduate,Married,0,₹15-25 Lakh,Silver,33,152628,29641,111500,0.0865,6,0,59810,56,0.7359,0.5218,0
SBICC100213,Sunita Patel,F,49,Pune,Graduate,Single,2,₹6-10 Lakh,Platinum,28,741325,27947,735900,0.0896,2,0,13950,72,0.3797,0.5379,0
SBICC100214,Manoj Sharma,M,33,Mumbai,Doctorate,Married,0,₹10-15 Lakh,Gold,18,361498,59695,270400,0.0998,1,1,96885,62,0.3827,0.7981,0
SBICC100215,Swati Mehta,F,29,Hyderabad,Post-Graduate,Single,3,₹10-15 Lakh,Platinum,44,1124858,204131,786600,0.1568,1,1,46420,77,1.0305,0.5429,0
SBICC100216,Swati Mehta,F,30,Chennai,Post-Graduate,Single,2,₹3-6 Lakh,Silver,41,147331,63698,67700,0.5644,2,3,163562,65,0.4295,1.4528,0
SBICC100217,Pooja Singh,F,35,Chennai,Graduate,Married,2,₹3-6 Lakh,Silver,6,122035,7988,118500,0.1025,0,2,22715,67,0.9631,0.3695,0
SBICC100218,Divya Singh,F,24,Bangalore,Post-Graduate,Single,3,₹3-6 Lakh,Silver,56,108252,12153,81200,0.1842,4,1,27914,63,0.5451,0.4233,0
SBICC100219,Suresh Mehta,M,36,Chennai,Graduate,Married,2,> ₹25 Lakh,Platinum,24,375690,177802,237600,0.4456,4,2,11567,53,0.8207,1.2642,0
SBICC100220,Amit Patel,M,41,Mumbai,Graduate,Single,2,₹6-10 Lakh,Silver,45,116032,22816,103300,0.2065,2,3,113334,72,0.6775,0.7946,0
SBICC100221,Amit Mehta,M,24,Chennai,High School,Single,2,> ₹25 Lakh,Gold,22,337646,22273,355800,0.0,1,1,74052,58,0.068,0.4128,0
SBICC100222,Meera Sharma,F,31,Chennai,Graduate,Married,0,₹10-15 Lakh,Silver,24,65495,8035,65600,0.0492,1,2,29252,69,0.9455,1.1739,0
SBICC100223,Rajesh Nair,M,33,Chennai,Doctorate,Married,2,₹15-25 Lakh,Silver,33,74911,25923,38900,0.4563,3,1,32782,71,1.1706,0.8886,0
SBICC100224,Priya Sharma,F,45,Mumbai,High School,Single,1,₹3-6 Lakh,Silver,38,118461,23329,92900,0.1165,2,1,21771,52,0.6662,1.1098,0
SBICC100225,Deepak Patel,M,35,Chennai,Graduate,Single,3,₹10-15 Lakh,Silver,56,55006,14929,42100,0.2303,1,2,38175,56,0.4026,0.9343,0
SBICC100226,Arun Joshi,M,41,Chennai,Post-Graduate,Married,2,₹3-6 Lakh,Platinum,8,837913,503162,483500,0.5714,5,2,10553,69,0.779,0.7066,0
SBICC100227,Amit Iyer,M,23,Kolkata,Post-Graduate,Married,3,₹3-6 Lakh,Gold,28,348160,175327,142800,0.5289,2,1,9811,70,0.3718,0.5719,0
SBICC100228,Anjali Sharma,F,45,Delhi,Post-Graduate,Single,3,₹6-10 Lakh,Silver,56,159145,33064,119000,0.1399,1,5,8883,59,0.6877,1.3597,0
SBICC100229,Neha Singh,F,39,Delhi,Uneducated,Married,1,₹3-6 Lakh,Signature,56,2538578,35037,2280700,0.0414,1,4,11999,63,1.2219,1.0796,0
SBICC100230,Priya Reddy,F,40,Mumbai,Post-Graduate,Single,1,₹15-25 Lakh,Platinum,50,631887,54682,520200,0.2006,4,0,19089,82,0.4091,0.7047,0
SBICC100231,Vijay Sharma,M,43,Hyderabad,Post-Graduate,Married,0,₹15-25 Lakh,Platinum,31,383919,274823,170200,0.5176,2,5,33470,41,0.7319,0.7599,0
SBICC100232,Swati Sharma,F,22,Hyderabad,Uneducated,Married,2,₹3-6 Lakh,Signature,22,1836686,107670,1525600,0.0,1,4,93814,55,0.4,0.8471,0
SBICC100233,Rahul Sharma,M,23,Hyderabad,Post-Graduate,Married,2,₹6-10 Lakh,Silver,35,107013,10931,105500,0.1153,3,5,88081,63,1.0141,0.9339,1
SBICC100234,Kavya Joshi,F,41,Chennai,Post-Graduate,Married,0,₹6-10 Lakh,Gold,56,181371,114244,63600,0.5416,1,3,7410,63,1.0702,0.8722,0
SBICC100235,Pooja Sharma,F,34,Bangalore,Graduate,Married,1,₹3-6 Lakh,Silver,17,139813,12259,113700,0.0553,2,2,76481,62,0.615,0.3413,1
SBICC100236,Rohit Mehta,M,24,Pune,Doctorate,Married,0,₹6-10 Lakh,Silver,31,75494,32286,35800,0.4389,3,3,59934,62,0.7701,0.7579,0
SBICC100237,Rajesh Singh,M,37,Bangalore,High School,Single,0,₹10-15 Lakh,Platinum,14,798930,134369,581000,0.1295,6,1,49247,60,1.3597,0.9644,0
SBICC100238,Meera Patel,F,32,Ahmedabad,Graduate,Married,2,₹6-10 Lakh,Silver,40,67077,21827,52900,0.31,2,1,57969,58,0.0083,1.6808,0
SBICC100239,Rohit Mehta,M,30,Chennai,Graduate,Married,3,₹3-6 Lakh,Silver,24,160742,37492,126300,0.26,2,0,81471,75,1.1767,1.0139,0
SBICC100240,Pooja Sharma,F,47,Delhi,Graduate,Married,0,₹3-6 Lakh,Silver,21,113029,74538,36200,0.5894,1,1,93232,60,1.0935,1.0076,0
SBICC100241,Rohit Singh,M,42,Hyderabad,Graduate,Single,2,₹10-15 Lakh,Silver,29,132109,18997,105700,0.2259,0,0,25927,62,1.0171,1.1529,0
SBICC100242,Kavya Mehta,F,40,Delhi,Graduate,Divorced,1,< ₹3 Lakh,Silver,27,140959,9298,125000,0.191,4,5,30456,62,0.6781,0.0869,1
SBICC100243,Anjali Mehta,F,21,Mumbai,Graduate,Married,2,₹10-15 Lakh,Silver,25,172138,39510,135900,0.1887,4,2,24101,55,0.5633,0.9759,0
SBICC100244,Suresh Iyer,M,31,Delhi,Graduate,Married,2,₹15-25 Lakh,Gold,10,315799,109283,258800,0.3143,2,6,45679,61,0.9328,1.3031,0
SBICC100245,Rekha Gupta,F,45,Delhi,Graduate,Single,1,₹3-6 Lakh,Silver,13,102793,22546,94000,0.3306,1,4,86323,74,0.6924,1.2365,0
SBICC100246,Amit Patel,M,41,Mumbai,Graduate,Single,1,₹10-15 Lakh,Gold,29,171579,13940,177800,0.0,1,4,33635,65,0.1898,0.9247,0
SBICC100247,Priya Sharma,F,24,Mumbai,Post-Graduate,Divorced,3,₹6-10 Lakh,Silver,24,87856,30725,58800,0.2635,3,5,19713,49,1.0051,0.6966,1
SBICC100248,Amit Mehta,M,31,Pune,High School,Single,2,₹10-15 Lakh,Signature,36,1391851,268171,962300,0.1986,5,1,125630,74,1.2095,0.4452,0
SBICC100249,Deepak Nair,M,53,Ahmedabad,Doctorate,Single,2,₹15-25 Lakh,Silver,9,166178,64051,92900,0.4101,4,3,21749,55,0.0078,0.6896,1
SBICC100250,Pooja Iyer,F,44,Bangalore,High School,Single,2,₹15-25 Lakh,Silver,55,134100,5574,122400,0.0964,5,3,19715,74,0.5591,1.4071,0
SBICC100251,Deepak Gupta,M,34,Bangalore,Graduate,Married,1,₹6-10 Lakh,Gold,43,569762,280154,192900,0.6269,5,1,53487,70,1.4655,0.4934,0
SBICC100252,Arun Reddy,M,21,Hyderabad,High School,Divorced,1,₹3-6 Lakh,Silver,56,54659,23319,29400,0.3012,1,2,28783,79,1.1761,1.0033,0
SBICC100253,Arun Mehta,M,52,Mumbai,High School,Married,2,₹6-10 Lakh,Silver,8,88408,33107,47200,0.4823,2,0,15052,62,1.3219,0.5592,0
SBICC100254,Sanjay Kumar,M,31,Ahmedabad,Post-Graduate,Married,1,₹10-15 Lakh,Silver,36,144196,16737,140900,0.2049,3,0,45649,69,0.5909,0.7222,0
SBICC100255,Swati Gupta,F,62,Pune,Graduate,Married,4,₹10-15 Lakh,Gold,42,309634,138858,187900,0.3491,0,2,28343,65,0.1501,1.4048,0
SBICC100256,Sanjay Kumar,M,28,Mumbai,Doctorate,Married,0,₹15-25 Lakh,Gold,11,420696,79076,315600,0.2517,2,1,17126,67,0.9252,0.9578,0
SBICC100257,Divya Joshi,F,31,Delhi,High School,Single,2,₹3-6 Lakh,Gold,38,446711,118383,344900,0.1908,1,2,61626,69,0.6573,1.1597,0
SBICC100258,Sunita Patel,F,47,Bangalore,Graduate,Married,2,₹3-6 Lakh,Silver,20,114386,33193,73600,0.2875,1,4,34826,65,0.3775,1.0682,0
SBICC100259,Rahul Kumar,M,43,Delhi,Post-Graduate,Married,2,₹15-25 Lakh,Silver,46,160650,42620,133100,0.1503,3,0,12852,73,0.797,0.6961,0
SBICC100260,Neha Kumar,F,54,Pune,Post-Graduate,Married,0,< ₹3 Lakh,Gold,6,307501,162288,144700,0.6603,2,6,55994,55,0.4708,0.0,1
SBICC100261,Arun Patel,M,38,Bangalore,High School,Married,1,> ₹25 Lakh,Signature,56,2179639,468542,1767300,0.1062,0,2,12469,59,0.7393,0.8115,0
SBICC100262,Suresh Iyer,M,21,Delhi,Post-Graduate,Married,2,₹10-15 Lakh,Silver,56,119527,16840,107200,0.1229,2,1,71208,51,0.782,1.1615,0
SBICC100263,Rekha Gupta,F,32,Pune,Graduate,Single,2,₹6-10 Lakh,Silver,38,129225,78907,54900,0.601,2,2,52611,66,0.6424,0.9315,0
SBICC100264,Deepak Mehta,M,25,Bangalore,Post-Graduate,Married,3,< ₹3 Lakh,Gold,20,246534,12314,231000,0.0,2,3,52658,53,0.8763,0.9803,1
SBICC100265,Sanjay Iyer,M,28,Hyderabad,Post-Graduate,Married,0,₹15-25 Lakh,Gold,6,171073,13522,145100,0.0544,1,1,77423,57,0.7282,0.7598,0
SBICC100266,Swati Sharma,F,35,Hyderabad,Graduate,Married,2,₹10-15 Lakh,Gold,56,426878,60305,328100,0.1269,3,5,21176,64,0.6056,1.5937,0
SBICC100267,Rajesh Iyer,M,41,Delhi,Graduate,Married,0,₹10-15 Lakh,Gold,18,176568,31317,170600,0.2937,0,3,20393,59,1.2052,1.0444,0
SBICC100268,Neha Mehta,F,34,Delhi,Doctorate,Single,3,₹3-6 Lakh,Signature,37,1334265,318086,988900,0.1466,2,2,19747,68,0.937,0.5338,0
SBICC100269,Priya Nair,F,51,Bangalore,Doctorate,Married,2,> ₹25 Lakh,Silver,53,64497,20955,37100,0.3818,2,1,180833,75,0.5125,0.9319,0
SBICC100270,Sanjay Joshi,M,38,Kolkata,Graduate,Married,4,> ₹25 Lakh,Gold,38,306510,124712,169900,0.4527,3,2,66038,61,0.9205,1.1686,0
SBICC100271,Rahul Patel,M,33,Hyderabad,High School,Married,2,₹10-15 Lakh,Silver,41,86757,7084,76500,0.0606,4,0,28659,68,0.1248,1.5019,0
SBICC100272,Vijay Singh,M,39,Delhi,Graduate,Married,2,₹6-10 Lakh,Platinum,27,739034,100507,644700,0.2472,2,3,37424,73,1.0046,1.1215,0
SBICC100273,Priya Iyer,F,47,Kolkata,Graduate,Married,1,₹3-6 Lakh,Silver,47,107019,56877,59900,0.4809,1,0,58101,44,0.5174,0.7531,0
SBICC100274,Arun Sharma,M,29,Bangalore,Graduate,Married,1,₹15-25 Lakh,Gold,38,271957,116191,196400,0.3113,5,3,5842,53,0.0085,0.585,1
SBICC100275,Suresh Gupta,M,38,Mumbai,Post-Graduate,Divorced,0,₹10-15 Lakh,Gold,43,458600,17256,481100,0.1059,3,1,64454,67,0.4434,0.6634,0
SBICC100276,Deepak Sharma,M,21,Hyderabad,Graduate,Single,1,₹6-10 Lakh,Gold,36,458636,41560,430800,0.2039,1,4,39323,64,1.3161,1.0581,0
SBICC100277,Anjali Kumar,F,34,Chennai,Post-Graduate,Married,3,₹15-25 Lakh,Platinum,56,1036408,293090,817600,0.2102,3,3,5651,65,0.5058,0.6336,0
SBICC100278,Deepak Gupta,M,35,Delhi,Post-Graduate,Married,2,₹15-25 Lakh,Gold,51,410451,128105,265500,0.4316,3,1,46866,83,0.9867,0.6748,0
SBICC100279,Priya Patel,F,40,Mumbai,Graduate,Married,3,₹6-10 Lakh,Platinum,56,1012325,158764,895100,0.2288,0,2,49401,70,1.1508,1.077,0
SBICC100280,Arun Joshi,M,44,Delhi,Doctorate,Single,0,₹10-15 Lakh,Silver,30,197747,18821,157800,0.1004,0,2,12037,74,0.7096,0.9754,0
SBICC100281,Divya Patel,F,50,Ahmedabad,Uneducated,Married,3,₹10-15 Lakh,Silver,37,126474,55004,71300,0.3788,4,1,48504,62,0.9856,1.0007,0
SBICC100282,Manoj Mehta,M,30,Kolkata,Uneducated,Single,1,₹6-10 Lakh,Silver,19,148644,44517,102300,0.3818,4,0,70125,60,0.6119,0.5157,0
SBICC100283,Amit Sharma,M,40,Mumbai,High School,Single,3,₹6-10 Lakh,Gold,15,374772,197984,163200,0.6341,2,2,66334,64,0.3945,0.6022,0
SBICC100284,Sunita Kumar,F,20,Pune,Graduate,Married,1,> ₹25 Lakh,Gold,23,323610,102888,238900,0.2058,2,0,12646,66,1.0094,0.942,0
SBICC100285,Suresh Kumar,M,38,Ahmedabad,Graduate,Married,0,₹6-10 Lakh,Platinum,39,794561,288605,534900,0.3117,1,0,58776,67,0.9656,0.2861,0
SBICC100286,Kavya Nair,F,48,Bangalore,Post-Graduate,Married,3,₹6-10 Lakh,Signature,56,854005,259100,640800,0.4163,1,2,47034,56,0.2028,0.8395,0
SBICC100287,Arun Gupta,M,25,Delhi,Post-Graduate,Single,2,₹10-15 Lakh,Platinum,34,782556,160148,762000,0.1086,0,0,35546,61,0.5871,0.27,0
SBICC100288,Amit Kumar,M,28,Pune,Graduate,Married,3,₹3-6 Lakh,Silver,23,177051,24187,133300,0.0,1,2,74267,43,0.4788,0.4554,0
SBICC100289,Amit Sharma,M,26,Bangalore,Graduate,Married,1,₹3-6 Lakh,Gold,10,267456,89264,193300,0.2614,2,1,192897,64,0.5043,0.5021,0
SBICC100290,Suresh Joshi,M,34,Ahmedabad,Graduate,Single,2,₹15-25 Lakh,Platinum,56,804748,313493,537000,0.4025,5,1,18712,52,0.5261,0.7019,0
SBICC100291,Rajesh Gupta,M,37,Bangalore,High School,Married,2,₹10-15 Lakh,Gold,56,176522,70694,141300,0.3689,2,3,14662,48,0.7795,0.0518,1
SBICC100292,Suresh Gupta,M,42,Mumbai,Graduate,Married,2,₹6-10 Lakh,Silver,56,198853,61450,117300,0.3299,1,2,40819,79,0.6393,1.15,0
SBICC100293,Rohit Kumar,M,39,Mumbai,Graduate,Married,0,₹10-15 Lakh,Platinum,14,592533,156642,492000,0.4314,1,2,77875,65,0.6732,0.6965,0
SBICC100294,Rekha Iyer,F,52,Hyderabad,Graduate,Single,1,₹6-10 Lakh,Silver,40,56521,7459,48900,0.0812,1,2,16484,62,0.7314,1.029,0
SBICC100295,Manoj Joshi,M,38,Delhi,Graduate,Married,0,₹6-10 Lakh,Gold,40,190294,35891,172800,0.176,5,5,73583,61,0.6059,0.8787,1
SBICC100296,Vijay Nair,M,36,Pune,High School,Married,2,< ₹3 Lakh,Silver,56,175708,86040,75900,0.6441,1,2,113577,59,1.1083,0.8901,0
SBICC100297,Amit Sharma,M,21,Mumbai,Post-Graduate,Married,2,₹6-10 Lakh,Gold,34,383961,171491,171000,0.5074,1,2,53880,52,1.0917,0.229,0
SBICC100298,Manoj Gupta,M,44,Pune,Doctorate,Married,4,₹3-6 Lakh,Gold,56,199916,90095,121700,0.2478,3,1,35922,63,0.6967,0.7938,0
SBICC100299,Pooja Singh,F,26,Mumbai,Graduate,Married,5,₹6-10 Lakh,Platinum,56,1211458,247382,829400,0.3179,3,2,81738,71,0.5044,1.0508,0
SBICC100300,Kavya Singh,F,34,Mumbai,High School,Single,5,₹6-10 Lakh,Gold,38,217346,16914,216500,0.0888,3,5,66242,63,0.5006,0.5045,1
SBICC100301,Deepak Sharma,M,22,Mumbai,Graduate,Married,1,> ₹25 Lakh,Platinum,36,544167,32373,455800,0.0063,1,3,19360,71,0.9888,0.4768,0
SBICC100302,Arun Singh,M,45,Hyderabad,Graduate,Married,0,₹10-15 Lakh,Gold,24,484529,241521,237800,0.5949,2,3,34433,57,1.3719,1.0157,0
SBICC100303,Swati Kumar,F,30,Delhi,Graduate,Single,2,₹10-15 Lakh,Gold,18,484252,255404,174000,0.6922,1,6,11262,69,0.0861,0.1039,0
SBICC100304,Rahul Gupta,M,37,Mumbai,Graduate,Married,2,₹6-10 Lakh,Platinum,22,996705,102819,839500,0.0523,3,0,99204,68,0.2321,1.2583,0
SBICC100305,Amit Gupta,M,44,Mumbai,Graduate,Married,0,₹10-15 Lakh,Gold,47,179030,22176,182300,0.0,3,2,13371,70,0.2422,0.7098,0
SBICC100306,Rahul Sharma,M,34,Delhi,Doctorate,Married,2,₹3-6 Lakh,Platinum,44,513573,130884,414700,0.0895,3,2,108096,56,0.7188,0.7248,0
SBICC100307,Divya Patel,F,35,Mumbai,Graduate,Married,0,₹6-10 Lakh,Silver,53,178533,27112,139400,0.1471,1,2,25556,66,0.5103,0.7903,0
SBICC100308,Divya Iyer,F,26,Chennai,Post-Graduate,Single,4,₹6-10 Lakh,Gold,16,381287,54194,295600,0.1032,1,2,12559,61,1.404,0.5909,0
